,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.618,0.806,7,-5.308,1,0.0317,0.0179,0.776,0.181,0.222,140.009,audio_features,4YCVbp6suJ2Ayk9EtWQJuR,spotify:track:4YCVbp6suJ2Ayk9EtWQJuR,https://api.spotify.com/v1/tracks/4YCVbp6suJ2Ayk9EtWQJuR,https://api.spotify.com/v1/audio-analysis/4YCVbp6suJ2Ayk9EtWQJuR,259849,4
1,0.706,0.863,4,-6.386,0,0.0475,0.0131,0.834,0.119,0.309,142.007,audio_features,2HhhhHfVEmz09NAb0FxgDW,spotify:track:2HhhhHfVEmz09NAb0FxgDW,https://api.spotify.com/v1/tracks/2HhhhHfVEmz09NAb0FxgDW,https://api.spotify.com/v1/audio-analysis/2HhhhHfVEmz09NAb0FxgDW,230074,4
2,0.792,0.919,6,-9.028,0,0.0819,0.137,0.151,0.274,0.711,128.968,audio_features,5qKuF0NtvWVn5UarAgyli3,spotify:track:5qKuF0NtvWVn5UarAgyli3,https://api.spotify.com/v1/tracks/5qKuF0NtvWVn5UarAgyli3,https://api.spotify.com/v1/audio-analysis/5qKuF0NtvWVn5UarAgyli3,186625,4
3,0.684,0.997,8,-5.538,1,0.0579,0.00255,0.779,0.253,0.514,142.01,audio_features,0lIOamNC6EMXu1AgPyzSTD,spotify:track:0lIOamNC6EMXu1AgPyzSTD,https://api.spotify.com/v1/tracks/0lIOamNC6EMXu1AgPyzSTD,https://api.spotify.com/v1/audio-analysis/0lIOamNC6EMXu1AgPyzSTD,299387,4
4,0.594,0.767,5,-3.706,1,0.371,0.00152,8.47E-05,0.346,0.717,129.955,audio_features,0LKAbdXTieXQrjuImr9B9u,spotify:track:0LKAbdXTieXQrjuImr9B9u,https://api.spotify.com/v1/tracks/0LKAbdXTieXQrjuImr9B9u,https://api.spotify.com/v1/audio-analysis/0LKAbdXTieXQrjuImr9B9u,140538,4
5,0.87,0.685,10,-5.829,0,0.237,0.11,0.000299,0.119,0.204,131.986,audio_features,5CaUUACiQFEf4zR5WoeIrp,spotify:track:5CaUUACiQFEf4zR5WoeIrp,https://api.spotify.com/v1/tracks/5CaUUACiQFEf4zR5WoeIrp,https://api.spotify.com/v1/audio-analysis/5CaUUACiQFEf4zR5WoeIrp,180000,4
6,0.629,0.694,11,-6.809,0,0.0381,0.295,0.796,0.137,0.226,129.01,audio_features,1ojCQ0v59O77rKZbwN8aQh,spotify:track:1ojCQ0v59O77rKZbwN8aQh,https://api.spotify.com/v1/tracks/1ojCQ0v59O77rKZbwN8aQh,https://api.spotify.com/v1/audio-analysis/1ojCQ0v59O77rKZbwN8aQh,336541,4
7,0.789,0.808,7,-5.889,0,0.0409,0.19,0.718,0.119,0.59,135.026,audio_features,0Q7PR1J2BDz9VdONFGBJoU,spotify:track:0Q7PR1J2BDz9VdONFGBJoU,https://api.spotify.com/v1/tracks/0Q7PR1J2BDz9VdONFGBJoU,https://api.spotify.com/v1/audio-analysis/0Q7PR1J2BDz9VdONFGBJoU,179333,4
8,0.713,0.848,0,-5.566,1,0.0471,0.00331,0.00625,0.264,0.822,159.989,audio_features,0XMWc0qrKeJnRzzyMj9Q7D,spotify:track:0XMWc0qrKeJnRzzyMj9Q7D,https://api.spotify.com/v1/tracks/0XMWc0qrKeJnRzzyMj9Q7D,https://api.spotify.com/v1/audio-analysis/0XMWc0qrKeJnRzzyMj9Q7D,249023,4
9,0.796,0.65,11,-7.179,0,0.272,0.0352,1.09E-06,0.114,0.852,132.997,audio_features,3PHuxF4HAHteJUSezfBRj2,spotify:track:3PHuxF4HAHteJUSezfBRj2,https://api.spotify.com/v1/tracks/3PHuxF4HAHteJUSezfBRj2,https://api.spotify.com/v1/audio-analysis/3PHuxF4HAHteJUSezfBRj2,211000,4
10,0.595,0.849,6,-6.279,1,0.111,0.0233,0.0644,0.125,0.461,136.971,audio_features,1ka96CzPUdKdTyz1YqPQVG,spotify:track:1ka96CzPUdKdTyz1YqPQVG,https://api.spotify.com/v1/tracks/1ka96CzPUdKdTyz1YqPQVG,https://api.spotify.com/v1/audio-analysis/1ka96CzPUdKdTyz1YqPQVG,183679,4
11,0.492,0.741,1,-9.88,1,0.0431,0.325,0.649,0.137,0.202,130.002,audio_features,3xNZZtpAzqx2Y29pgsxqo0,spotify:track:3xNZZtpAzqx2Y29pgsxqo0,https://api.spotify.com/v1/tracks/3xNZZtpAzqx2Y29pgsxqo0,https://api.spotify.com/v1/audio-analysis/3xNZZtpAzqx2Y29pgsxqo0,333548,4
12,0.597,0.905,10,-8.415,0,0.0387,0.000774,0.305,0.243,0.818,149.984,audio_features,2FAik0wCT2bEcXMeYhoTkj,spotify:track:2FAik0wCT2bEcXMeYhoTkj,https://api.spotify.com/v1/tracks/2FAik0wCT2bEcXMeYhoTkj,https://api.spotify.com/v1/audio-analysis/2FAik0wCT2bEcXMeYhoTkj,164984,4
13,0.7,0.872,9,-7.813,0,0.0492,0.129,0.869,0.0613,0.381,140.987,audio_features,5IRzClFKHGNfPhQFhKD2IP,spotify:track:5IRzClFKHGNfPhQFhKD2IP,https://api.spotify.com/v1/tracks/5IRzClFKHGNfPhQFhKD2IP,https://api.spotify.com/v1/audio-analysis/5IRzClFKHGNfPhQFhKD2IP,137872,4
14,0.333,0.927,11,-5.813,0,0.0663,0.000259,0.809,0.0485,0.384,139.999,audio_features,5wnpLkYwuvWIll9tZkcgnN,spotify:track:5wnpLkYwuvWIll9tZkcgnN,https://api.spotify.com/v1/tracks/5wnpLkYwuvWIll9tZkcgnN,https://api.spotify.com/v1/audio-analysis/5wnpLkYwuvWIll9tZkcgnN,199279,4
15,0.76,0.664,5,-5.233,0,0.205,0.0572,0.00356,0.148,0.633,127.016,audio_features,5PFSQQxlsdUrR63J31spMv,spotify:track:5PFSQQxlsdUrR63J31spMv,https://api.spotify.com/v1/tracks/5PFSQQxlsdUrR63J31spMv,https://api.spotify.com/v1/audio-analysis/5PFSQQxlsdUrR63J31spMv,237979,4
16,0.579,0.887,1,-6.807,0,0.0515,0.402,0.937,0.116,0.486,136.982,audio_features,1SmQp1FgwDVYh1GGlSUHEC,spotify:track:1SmQp1FgwDVYh1GGlSUHEC,https://api.spotify.com/v1/tracks/1SmQp1FgwDVYh1GGlSUHEC,https://api.spotify.com/v1/audio-analysis/1SmQp1FgwDVYh1GGlSUHEC,337885,4
17,0.481,0.57,11,-6.622,0,0.0375,0.127,0.822,0.0737,0.341,130.019,audio_features,2PWaZUHJw93vdtTNdR7NBd,spotify:track:2PWaZUHJw93vdtTNdR7NBd,https://api.spotify.com/v1/tracks/2PWaZUHJw93vdtTNdR7NBd,https://api.spotify.com/v1/audio-analysis/2PWaZUHJw93vdtTNdR7NBd,259119,4
18,0.566,0.85,2,-8.328,1,0.0413,0.33,0.888,0.334,0.0753,138.004,audio_features,71wXjDIrkQ4L40e0eh6Jz1,spotify:track:71wXjDIrkQ4L40e0eh6Jz1,https://api.spotify.com/v1/tracks/71wXjDIrkQ4L40e0eh6Jz1,https://api.spotify.com/v1/audio-analysis/71wXjDIrkQ4L40e0eh6Jz1,244990,4
19,0.632,0.836,4,-8.003,0,0.0377,0.00131,0.479,0.112,0.291,139.992,audio_features,0BvGRysvBiEOq6tcamIHyO,spotify:track:0BvGRysvBiEOq6tcamIHyO,https://api.spotify.com/v1/tracks/0BvGRysvBiEOq6tcamIHyO,https://api.spotify.com/v1/audio-analysis/0BvGRysvBiEOq6tcamIHyO,219643,4
20,0.602,0.978,4,-6.027,0,0.0613,0.0285,0.0289,0.346,0.498,156.958,audio_features,0tw9UWpHoJCSesaoE4912U,spotify:track:0tw9UWpHoJCSesaoE4912U,https://api.spotify.com/v1/tracks/0tw9UWpHoJCSesaoE4912U,https://api.spotify.com/v1/audio-analysis/0tw9UWpHoJCSesaoE4912U,203320,4
21,0.823,0.646,11,-5.886,0,0.058,0.0551,0,0.172,0.474,140.059,audio_features,3sn7UM54xyAUjfR9rNxZwp,spotify:track:3sn7UM54xyAUjfR9rNxZwp,https://api.spotify.com/v1/tracks/3sn7UM54xyAUjfR9rNxZwp,https://api.spotify.com/v1/audio-analysis/3sn7UM54xyAUjfR9rNxZwp,206931,4
22,0.641,0.99,6,-7.147,0,0.0672,0.00796,0.863,0.0772,0.919,147.988,audio_features,3qkCJ3Zw1I6c3xPjAXQz7b,spotify:track:3qkCJ3Zw1I6c3xPjAXQz7b,https://api.spotify.com/v1/tracks/3qkCJ3Zw1I6c3xPjAXQz7b,https://api.spotify.com/v1/audio-analysis/3qkCJ3Zw1I6c3xPjAXQz7b,298378,4
23,0.558,0.563,10,-7.051,1,0.231,0.524,0.0385,0.106,0.476,168.427,audio_features,29S3SNhCCRZSVm0VUQYet6,spotify:track:29S3SNhCCRZSVm0VUQYet6,https://api.spotify.com/v1/tracks/29S3SNhCCRZSVm0VUQYet6,https://api.spotify.com/v1/audio-analysis/29S3SNhCCRZSVm0VUQYet6,155597,5
24,0.645,0.946,2,-7.061,1,0.0503,0.176,0.776,0.145,0.285,139.933,audio_features,2uuvHEK3B5fvP3uh1hr5Ls,spotify:track:2uuvHEK3B5fvP3uh1hr5Ls,https://api.spotify.com/v1/tracks/2uuvHEK3B5fvP3uh1hr5Ls,https://api.spotify.com/v1/audio-analysis/2uuvHEK3B5fvP3uh1hr5Ls,182160,4
25,0.298,0.911,1,-3.11,1,0.0994,7.78E-05,0.31,0.175,0.0866,173.909,audio_features,7KaF3RQY4BFMZCoUD5U7m2,spotify:track:7KaF3RQY4BFMZCoUD5U7m2,https://api.spotify.com/v1/tracks/7KaF3RQY4BFMZCoUD5U7m2,https://api.spotify.com/v1/audio-analysis/7KaF3RQY4BFMZCoUD5U7m2,190837,4
26,0.684,0.779,3,-8.829,0,0.0915,0.137,0.765,0.103,0.896,133.937,audio_features,0lP6dtgyfTtVcxJ1GVmIyA,spotify:track:0lP6dtgyfTtVcxJ1GVmIyA,https://api.spotify.com/v1/tracks/0lP6dtgyfTtVcxJ1GVmIyA,https://api.spotify.com/v1/audio-analysis/0lP6dtgyfTtVcxJ1GVmIyA,202392,4
27,0.778,0.892,0,-7.487,0,0.122,0.0726,0.686,0.0579,0.628,135.99,audio_features,3BqOGhCJD4qRD6xQjBeT0l,spotify:track:3BqOGhCJD4qRD6xQjBeT0l,https://api.spotify.com/v1/tracks/3BqOGhCJD4qRD6xQjBeT0l,https://api.spotify.com/v1/audio-analysis/3BqOGhCJD4qRD6xQjBeT0l,229412,4
28,0.765,0.468,11,-10.343,0,0.328,0.818,0.00708,0.109,0.347,127.984,audio_features,5QOBT97OmYCZo1W5u7tRrB,spotify:track:5QOBT97OmYCZo1W5u7tRrB,https://api.spotify.com/v1/tracks/5QOBT97OmYCZo1W5u7tRrB,https://api.spotify.com/v1/audio-analysis/5QOBT97OmYCZo1W5u7tRrB,182013,4
29,0.808,0.662,3,-8.016,1,0.0599,0.0736,0.021,0.101,0.183,129.979,audio_features,44V3prBS5nmjRlQN0lcbeK,spotify:track:44V3prBS5nmjRlQN0lcbeK,https://api.spotify.com/v1/tracks/44V3prBS5nmjRlQN0lcbeK,https://api.spotify.com/v1/audio-analysis/44V3prBS5nmjRlQN0lcbeK,133846,4
30,0.619,0.961,9,-2.868,1,0.156,0.0223,0,0.235,0.285,169.991,audio_features,4rbncFGrSox1ozmJoQJsao,spotify:track:4rbncFGrSox1ozmJoQJsao,https://api.spotify.com/v1/tracks/4rbncFGrSox1ozmJoQJsao,https://api.spotify.com/v1/audio-analysis/4rbncFGrSox1ozmJoQJsao,119096,4
31,0.554,0.902,1,-6.215,1,0.0426,0.00294,0.806,0.0681,0.328,136.002,audio_features,4QyOcyAvFZucoiLvCSnY7Y,spotify:track:4QyOcyAvFZucoiLvCSnY7Y,https://api.spotify.com/v1/tracks/4QyOcyAvFZucoiLvCSnY7Y,https://api.spotify.com/v1/audio-analysis/4QyOcyAvFZucoiLvCSnY7Y,283401,4
32,0.692,0.925,3,-4.999,0,0.0745,0.0151,0.272,0.0978,0.691,137.005,audio_features,3pbaa7YbnJLNif8TOONI9t,spotify:track:3pbaa7YbnJLNif8TOONI9t,https://api.spotify.com/v1/tracks/3pbaa7YbnJLNif8TOONI9t,https://api.spotify.com/v1/audio-analysis/3pbaa7YbnJLNif8TOONI9t,299795,4
33,0.66,0.946,6,-7.095,0,0.0572,0.000264,0.885,0.467,0.725,135.97,audio_features,1gfHmhGM6NJDmm80z8hzlx,spotify:track:1gfHmhGM6NJDmm80z8hzlx,https://api.spotify.com/v1/tracks/1gfHmhGM6NJDmm80z8hzlx,https://api.spotify.com/v1/audio-analysis/1gfHmhGM6NJDmm80z8hzlx,332404,4
34,0.527,0.654,4,-9.295,0,0.0367,0.134,0.769,0.101,0.317,80.006,audio_features,7oZHQbGCwosUHL1vDE5qdI,spotify:track:7oZHQbGCwosUHL1vDE5qdI,https://api.spotify.com/v1/tracks/7oZHQbGCwosUHL1vDE5qdI,https://api.spotify.com/v1/audio-analysis/7oZHQbGCwosUHL1vDE5qdI,258000,4
35,0.827,0.945,1,-4.779,1,0.133,0.0087,0.565,0.0176,0.591,130.023,audio_features,2ntDcAqijGPcZP5dHAn2lq,spotify:track:2ntDcAqijGPcZP5dHAn2lq,https://api.spotify.com/v1/tracks/2ntDcAqijGPcZP5dHAn2lq,https://api.spotify.com/v1/audio-analysis/2ntDcAqijGPcZP5dHAn2lq,171168,4
36,0.362,0.964,2,-3.329,1,0.0473,0.0266,0.00751,0.119,0.0479,173.96,audio_features,56ZNwbRyLVDwcf3nUzXwUX,spotify:track:56ZNwbRyLVDwcf3nUzXwUX,https://api.spotify.com/v1/tracks/56ZNwbRyLVDwcf3nUzXwUX,https://api.spotify.com/v1/audio-analysis/56ZNwbRyLVDwcf3nUzXwUX,215172,4
37,0.701,0.76,8,-9.588,1,0.107,0.701,0.138,0.111,0.423,143.007,audio_features,4PrGyX4YgCT6V3YqY7XEUw,spotify:track:4PrGyX4YgCT6V3YqY7XEUw,https://api.spotify.com/v1/tracks/4PrGyX4YgCT6V3YqY7XEUw,https://api.spotify.com/v1/audio-analysis/4PrGyX4YgCT6V3YqY7XEUw,161138,4
38,0.736,0.828,1,-3.928,0,0.408,0.0424,0,0.0648,0.438,137.952,audio_features,10ScB3ISReMgZtTsxhDbyo,spotify:track:10ScB3ISReMgZtTsxhDbyo,https://api.spotify.com/v1/tracks/10ScB3ISReMgZtTsxhDbyo,https://api.spotify.com/v1/audio-analysis/10ScB3ISReMgZtTsxhDbyo,170435,4
39,0.809,0.91,11,-10.193,0,0.0668,0.175,0.923,0.122,0.85,150.016,audio_features,4efJTFW6jZcvbLdJ1x5Uaj,spotify:track:4efJTFW6jZcvbLdJ1x5Uaj,https://api.spotify.com/v1/tracks/4efJTFW6jZcvbLdJ1x5Uaj,https://api.spotify.com/v1/audio-analysis/4efJTFW6jZcvbLdJ1x5Uaj,230400,4
40,0.656,0.837,6,-4.864,1,0.038,0.00318,0.000757,0.103,0.486,136.976,audio_features,0WfEEXM457WzNYF8W8b623,spotify:track:0WfEEXM457WzNYF8W8b623,https://api.spotify.com/v1/tracks/0WfEEXM457WzNYF8W8b623,https://api.spotify.com/v1/audio-analysis/0WfEEXM457WzNYF8W8b623,147738,4
41,0.511,0.886,8,-6.566,1,0.0374,0.000724,0.916,0.417,0.341,155.001,audio_features,30arpiuCLCw7aStLP3zFJx,spotify:track:30arpiuCLCw7aStLP3zFJx,https://api.spotify.com/v1/tracks/30arpiuCLCw7aStLP3zFJx,https://api.spotify.com/v1/audio-analysis/30arpiuCLCw7aStLP3zFJx,176516,4
42,0.741,0.955,0,-5.992,1,0.0562,0.00529,0.21,0.0277,0.561,140.044,audio_features,0hFvEBke46QQR9Tz0t5GgV,spotify:track:0hFvEBke46QQR9Tz0t5GgV,https://api.spotify.com/v1/tracks/0hFvEBke46QQR9Tz0t5GgV,https://api.spotify.com/v1/audio-analysis/0hFvEBke46QQR9Tz0t5GgV,238571,4
43,0.516,0.975,11,-4.301,1,0.0823,0.0152,0.00304,0.373,0.31,160.017,audio_features,2hqJXTvK0uU4VeUhxVg6Sp,spotify:track:2hqJXTvK0uU4VeUhxVg6Sp,https://api.spotify.com/v1/tracks/2hqJXTvK0uU4VeUhxVg6Sp,https://api.spotify.com/v1/audio-analysis/2hqJXTvK0uU4VeUhxVg6Sp,252023,4
44,0.729,0.904,11,-5.557,1,0.0829,0.00164,0.156,0.108,0.5,131.989,audio_features,4UFC4dvAyASnFJ3ZEoigsH,spotify:track:4UFC4dvAyASnFJ3ZEoigsH,https://api.spotify.com/v1/tracks/4UFC4dvAyASnFJ3ZEoigsH,https://api.spotify.com/v1/audio-analysis/4UFC4dvAyASnFJ3ZEoigsH,225455,4
45,0.632,0.918,6,-6.172,0,0.0522,0.1,0.74,0.0781,0.681,134.104,audio_features,6Jr9hL05AlwXMmA7TADiHJ,spotify:track:6Jr9hL05AlwXMmA7TADiHJ,https://api.spotify.com/v1/tracks/6Jr9hL05AlwXMmA7TADiHJ,https://api.spotify.com/v1/audio-analysis/6Jr9hL05AlwXMmA7TADiHJ,180896,4
46,0.535,0.805,0,-7.305,1,0.0657,0.275,0.0502,0.213,0.11,132.964,audio_features,3pSkRsuZv57a1yCxJPiBiT,spotify:track:3pSkRsuZv57a1yCxJPiBiT,https://api.spotify.com/v1/tracks/3pSkRsuZv57a1yCxJPiBiT,https://api.spotify.com/v1/audio-analysis/3pSkRsuZv57a1yCxJPiBiT,254792,4
47,0.594,0.877,1,-6.578,0,0.0336,0.00317,0.425,0.807,0.642,138.018,audio_features,25jLp6dqa4uoNhD3uanwAC,spotify:track:25jLp6dqa4uoNhD3uanwAC,https://api.spotify.com/v1/tracks/25jLp6dqa4uoNhD3uanwAC,https://api.spotify.com/v1/audio-analysis/25jLp6dqa4uoNhD3uanwAC,274783,4
48,0.687,0.738,1,-8.259,1,0.0631,0.351,0.89,0.107,0.448,132.025,audio_features,0al96kbwWxScOcA1iK7T0b,spotify:track:0al96kbwWxScOcA1iK7T0b,https://api.spotify.com/v1/tracks/0al96kbwWxScOcA1iK7T0b,https://api.spotify.com/v1/audio-analysis/0al96kbwWxScOcA1iK7T0b,205455,4
49,0.575,0.871,1,-6.465,1,0.0547,0.235,0.888,0.166,0.528,147.986,audio_features,46nVvEZpJv3ZqA2euIaJBv,spotify:track:46nVvEZpJv3ZqA2euIaJBv,https://api.spotify.com/v1/tracks/46nVvEZpJv3ZqA2euIaJBv,https://api.spotify.com/v1/audio-analysis/46nVvEZpJv3ZqA2euIaJBv,318387,4
50,0.657,0.974,8,-8.295,1,0.0552,0.07,0.676,0.346,0.5,150.01,audio_features,6GPwTABXy8lA4ERqHy5cMx,spotify:track:6GPwTABXy8lA4ERqHy5cMx,https://api.spotify.com/v1/tracks/6GPwTABXy8lA4ERqHy5cMx,https://api.spotify.com/v1/audio-analysis/6GPwTABXy8lA4ERqHy5cMx,160000,4
51,0.65,0.864,8,-5.175,1,0.0694,0.0239,0.00796,0.109,0.61,145.084,audio_features,5Ww9JTu9VNftDjSvjlNzHz,spotify:track:5Ww9JTu9VNftDjSvjlNzHz,https://api.spotify.com/v1/tracks/5Ww9JTu9VNftDjSvjlNzHz,https://api.spotify.com/v1/audio-analysis/5Ww9JTu9VNftDjSvjlNzHz,264707,4
52,0.721,0.707,0,-10.164,1,0.0366,0.00888,0.872,0.0788,0.422,136.034,audio_features,5rGtpIBaTXQKcFVDlrAerI,spotify:track:5rGtpIBaTXQKcFVDlrAerI,https://api.spotify.com/v1/tracks/5rGtpIBaTXQKcFVDlrAerI,https://api.spotify.com/v1/audio-analysis/5rGtpIBaTXQKcFVDlrAerI,255882,4
53,0.761,0.796,11,-8.179,0,0.0659,0.0119,0.809,0.12,0.442,133.987,audio_features,6WjkYAbXEYGDT8O0wmCRVr,spotify:track:6WjkYAbXEYGDT8O0wmCRVr,https://api.spotify.com/v1/tracks/6WjkYAbXEYGDT8O0wmCRVr,https://api.spotify.com/v1/audio-analysis/6WjkYAbXEYGDT8O0wmCRVr,177313,4
54,0.771,0.778,1,-5.619,1,0.347,0.159,0.00133,0.219,0.956,132.102,audio_features,6jvRKMgCbrICkrqiDlPct0,spotify:track:6jvRKMgCbrICkrqiDlPct0,https://api.spotify.com/v1/tracks/6jvRKMgCbrICkrqiDlPct0,https://api.spotify.com/v1/audio-analysis/6jvRKMgCbrICkrqiDlPct0,207507,4
55,0.711,0.748,0,-6.524,1,0.0521,0.0493,0.765,0.316,0.254,134.014,audio_features,4LwxeWSBu0LQtEyGLb6FVP,spotify:track:4LwxeWSBu0LQtEyGLb6FVP,https://api.spotify.com/v1/tracks/4LwxeWSBu0LQtEyGLb6FVP,https://api.spotify.com/v1/audio-analysis/4LwxeWSBu0LQtEyGLb6FVP,165336,4
56,0.778,0.857,7,-10.076,1,0.0419,0.0363,0.604,0.167,0.903,139.995,audio_features,32JwJxSXpel0JglG9I0Vom,spotify:track:32JwJxSXpel0JglG9I0Vom,https://api.spotify.com/v1/tracks/32JwJxSXpel0JglG9I0Vom,https://api.spotify.com/v1/audio-analysis/32JwJxSXpel0JglG9I0Vom,251196,4
57,0.694,0.747,8,-6.544,1,0.0387,0.00398,0.765,0.253,0.126,140,audio_features,6lLqigWFdVRAtPSp9CkTHe,spotify:track:6lLqigWFdVRAtPSp9CkTHe,https://api.spotify.com/v1/tracks/6lLqigWFdVRAtPSp9CkTHe,https://api.spotify.com/v1/audio-analysis/6lLqigWFdVRAtPSp9CkTHe,204030,4
58,0.704,0.949,9,-7.227,1,0.0758,0.0115,0.844,0.221,0.962,140.013,audio_features,2o04z6k2tjf2eaFVNQ44dj,spotify:track:2o04z6k2tjf2eaFVNQ44dj,https://api.spotify.com/v1/tracks/2o04z6k2tjf2eaFVNQ44dj,https://api.spotify.com/v1/audio-analysis/2o04z6k2tjf2eaFVNQ44dj,224571,4
59,0.609,0.948,9,-3.937,0,0.0468,0.00813,0.854,0.0919,0.0941,136.013,audio_features,5xWn1sBr3ZkFOSUrfp6Iz4,spotify:track:5xWn1sBr3ZkFOSUrfp6Iz4,https://api.spotify.com/v1/tracks/5xWn1sBr3ZkFOSUrfp6Iz4,https://api.spotify.com/v1/audio-analysis/5xWn1sBr3ZkFOSUrfp6Iz4,216176,4
