,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
304,0.45,0.815,2,-5.619,1,0.0362,0.0201,4.61E-05,0.355,0.617,84.95,audio_features,1nZ6ZLqJ10L2gBmKcBR9hF,spotify:track:1nZ6ZLqJ10L2gBmKcBR9hF,https://api.spotify.com/v1/tracks/1nZ6ZLqJ10L2gBmKcBR9hF,https://api.spotify.com/v1/audio-analysis/1nZ6ZLqJ10L2gBmKcBR9hF,233800,4
305,0.401,0.706,8,-7.554,1,0.0404,0.00415,0,0.0916,0.458,168.669,audio_features,4l7YIni9bAiGwWMqK5wvgV,spotify:track:4l7YIni9bAiGwWMqK5wvgV,https://api.spotify.com/v1/tracks/4l7YIni9bAiGwWMqK5wvgV,https://api.spotify.com/v1/audio-analysis/4l7YIni9bAiGwWMqK5wvgV,239640,4
306,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,audio_features,7EZC6E7UjZe63f1jRmkWxt,spotify:track:7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/tracks/7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/audio-analysis/7EZC6E7UjZe63f1jRmkWxt,306440,4
307,0.541,0.692,7,-7.056,1,0.0278,0.0409,0.000178,0.108,0.303,95.446,audio_features,0lfPPoWG4b3OmhieJ2YDF0,spotify:track:0lfPPoWG4b3OmhieJ2YDF0,https://api.spotify.com/v1/tracks/0lfPPoWG4b3OmhieJ2YDF0,https://api.spotify.com/v1/audio-analysis/0lfPPoWG4b3OmhieJ2YDF0,324840,4
308,0.617,0.886,9,-5.953,1,0.055,0.0112,9.63E-05,0.0523,0.629,96.328,audio_features,3i6qNxyVgIdUZTTi5m25EM,spotify:track:3i6qNxyVgIdUZTTi5m25EM,https://api.spotify.com/v1/tracks/3i6qNxyVgIdUZTTi5m25EM,https://api.spotify.com/v1/audio-analysis/3i6qNxyVgIdUZTTi5m25EM,252760,4
309,0.623,0.669,0,-9.985,1,0.0412,0.211,3.20E-06,0.111,0.492,94.028,audio_features,6CU0zWIWVTEnmWpSjVHM93,spotify:track:6CU0zWIWVTEnmWpSjVHM93,https://api.spotify.com/v1/tracks/6CU0zWIWVTEnmWpSjVHM93,https://api.spotify.com/v1/audio-analysis/6CU0zWIWVTEnmWpSjVHM93,245200,4
310,0.41,0.468,11,-8.177,1,0.0553,0.298,1.19E-05,0.0426,0.475,177.508,audio_features,5MDQNJ7SZTytJwCbWKqJDL,spotify:track:5MDQNJ7SZTytJwCbWKqJDL,https://api.spotify.com/v1/tracks/5MDQNJ7SZTytJwCbWKqJDL,https://api.spotify.com/v1/audio-analysis/5MDQNJ7SZTytJwCbWKqJDL,320027,4
311,0.657,0.655,0,-8.3,1,0.0248,0.135,0.00303,0.102,0.668,92.259,audio_features,2lE7oRoKssULAtbWViL385,spotify:track:2lE7oRoKssULAtbWViL385,https://api.spotify.com/v1/tracks/2lE7oRoKssULAtbWViL385,https://api.spotify.com/v1/audio-analysis/2lE7oRoKssULAtbWViL385,222013,4
312,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,audio_features,4JGKZS7h4Qa16gOU3oNETV,spotify:track:4JGKZS7h4Qa16gOU3oNETV,https://api.spotify.com/v1/tracks/4JGKZS7h4Qa16gOU3oNETV,https://api.spotify.com/v1/audio-analysis/4JGKZS7h4Qa16gOU3oNETV,271560,4
313,0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49E-06,0.0837,0.751,107.02,audio_features,1yTQ39my3MoNROlFw3RDNy,spotify:track:1yTQ39my3MoNROlFw3RDNy,https://api.spotify.com/v1/tracks/1yTQ39my3MoNROlFw3RDNy,https://api.spotify.com/v1/audio-analysis/1yTQ39my3MoNROlFw3RDNy,235973,4
314,0.615,0.616,6,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,audio_features,5NTZM8YYeKM2YsGSffVIge,spotify:track:5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/tracks/5NTZM8YYeKM2YsGSffVIge,https://api.spotify.com/v1/audio-analysis/5NTZM8YYeKM2YsGSffVIge,235000,4
315,0.482,0.808,0,-7.176,1,0.065,0.0562,0,0.202,0.438,79.599,audio_features,735rjks7kQgWCjTQlIHMuH,spotify:track:735rjks7kQgWCjTQlIHMuH,https://api.spotify.com/v1/tracks/735rjks7kQgWCjTQlIHMuH,https://api.spotify.com/v1/audio-analysis/735rjks7kQgWCjTQlIHMuH,267293,4
316,0.646,0.665,6,-7.878,1,0.0268,0.326,1.97E-05,0.238,0.7,143.966,audio_features,36AWdhZIGLUTkWpJDhe7va,spotify:track:36AWdhZIGLUTkWpJDhe7va,https://api.spotify.com/v1/tracks/36AWdhZIGLUTkWpJDhe7va,https://api.spotify.com/v1/audio-analysis/36AWdhZIGLUTkWpJDhe7va,241027,4
317,0.581,0.825,4,-9.689,0,0.0373,0.000859,0.095,0.11,0.663,120.362,audio_features,3IrhUrZKAkJ8LsFtH71fOT,spotify:track:3IrhUrZKAkJ8LsFtH71fOT,https://api.spotify.com/v1/tracks/3IrhUrZKAkJ8LsFtH71fOT,https://api.spotify.com/v1/audio-analysis/3IrhUrZKAkJ8LsFtH71fOT,318667,4
318,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,audio_features,3yUcJwYu7fXAfqMj9krY6l,spotify:track:3yUcJwYu7fXAfqMj9krY6l,https://api.spotify.com/v1/tracks/3yUcJwYu7fXAfqMj9krY6l,https://api.spotify.com/v1/audio-analysis/3yUcJwYu7fXAfqMj9krY6l,218360,4
319,0.745,0.972,6,-5.598,1,0.0316,0.346,0,0.148,0.968,123.067,audio_features,4TQeNHx85xcP9YRkvJC6K1,spotify:track:4TQeNHx85xcP9YRkvJC6K1,https://api.spotify.com/v1/tracks/4TQeNHx85xcP9YRkvJC6K1,https://api.spotify.com/v1/audio-analysis/4TQeNHx85xcP9YRkvJC6K1,207787,4
320,0.586,0.777,5,-6.185,0,0.0303,4.78E-05,0.00147,0.0729,0.424,143.339,audio_features,0Ui05Ov0s4PnRc4JI3Pilg,spotify:track:0Ui05Ov0s4PnRc4JI3Pilg,https://api.spotify.com/v1/tracks/0Ui05Ov0s4PnRc4JI3Pilg,https://api.spotify.com/v1/audio-analysis/0Ui05Ov0s4PnRc4JI3Pilg,220468,4
321,0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,audio_features,50JK22El2PTIzZBU2liLDI,spotify:track:50JK22El2PTIzZBU2liLDI,https://api.spotify.com/v1/tracks/50JK22El2PTIzZBU2liLDI,https://api.spotify.com/v1/audio-analysis/50JK22El2PTIzZBU2liLDI,243587,4
322,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09E-05,0.255,0.566,148.117,audio_features,6txWz9UapYHVxEd7dDIHXT,spotify:track:6txWz9UapYHVxEd7dDIHXT,https://api.spotify.com/v1/tracks/6txWz9UapYHVxEd7dDIHXT,https://api.spotify.com/v1/audio-analysis/6txWz9UapYHVxEd7dDIHXT,217107,4
323,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916,audio_features,2ouURa1AIXp3AvkS52Jry5,spotify:track:2ouURa1AIXp3AvkS52Jry5,https://api.spotify.com/v1/tracks/2ouURa1AIXp3AvkS52Jry5,https://api.spotify.com/v1/audio-analysis/2ouURa1AIXp3AvkS52Jry5,219867,4
324,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3
325,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,audio_features,29hBRadFZf9QTGRHZmxm65,spotify:track:29hBRadFZf9QTGRHZmxm65,https://api.spotify.com/v1/tracks/29hBRadFZf9QTGRHZmxm65,https://api.spotify.com/v1/audio-analysis/29hBRadFZf9QTGRHZmxm65,169760,4
326,0.8,0.825,11,-6.552,0,0.034,0.0559,2.18E-06,0.141,0.903,100.035,audio_features,0Uqs7ilt5kGX9NzFDWTBrP,spotify:track:0Uqs7ilt5kGX9NzFDWTBrP,https://api.spotify.com/v1/tracks/0Uqs7ilt5kGX9NzFDWTBrP,https://api.spotify.com/v1/audio-analysis/0Uqs7ilt5kGX9NzFDWTBrP,232667,4
327,0.727,0.83,6,-6.658,0,0.0376,0.0226,0.00356,0.73,0.899,118.002,audio_features,1jI1aLmm5HTwiMtvsbwDJw,spotify:track:1jI1aLmm5HTwiMtvsbwDJw,https://api.spotify.com/v1/tracks/1jI1aLmm5HTwiMtvsbwDJw,https://api.spotify.com/v1/audio-analysis/1jI1aLmm5HTwiMtvsbwDJw,240707,4
328,0.772,0.705,0,-6.255,1,0.0411,0.247,0,0.23,0.834,124.908,audio_features,46q5BtHso0ECuTKeq70ZhW,spotify:track:46q5BtHso0ECuTKeq70ZhW,https://api.spotify.com/v1/tracks/46q5BtHso0ECuTKeq70ZhW,https://api.spotify.com/v1/audio-analysis/46q5BtHso0ECuTKeq70ZhW,225700,4
329,0.692,0.938,9,-6.767,1,0.0468,0.0046,0.00412,0.0631,0.67,104.887,audio_features,2HNZxbvFvasRtlOJ9M6DgR,spotify:track:2HNZxbvFvasRtlOJ9M6DgR,https://api.spotify.com/v1/tracks/2HNZxbvFvasRtlOJ9M6DgR,https://api.spotify.com/v1/audio-analysis/2HNZxbvFvasRtlOJ9M6DgR,238733,4
330,0.469,0.561,9,-7.596,1,0.0251,0.00871,5.05E-06,0.337,0.356,87.629,audio_features,39aRmixB9qNtCU2t8BmsC1,spotify:track:39aRmixB9qNtCU2t8BmsC1,https://api.spotify.com/v1/tracks/39aRmixB9qNtCU2t8BmsC1,https://api.spotify.com/v1/audio-analysis/39aRmixB9qNtCU2t8BmsC1,302787,4
331,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62E-06,0.0839,0.11,67.531,audio_features,4eHbdreAnSOrDDsFfc4Fpm,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/tracks/4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/audio-analysis/4eHbdreAnSOrDDsFfc4Fpm,271093,4
332,0.646,0.882,6,-5.648,0,0.0346,0.143,9.67E-06,0.335,0.908,120.837,audio_features,7IsEXPk6qqt30FfQv4SZMa,spotify:track:7IsEXPk6qqt30FfQv4SZMa,https://api.spotify.com/v1/tracks/7IsEXPk6qqt30FfQv4SZMa,https://api.spotify.com/v1/audio-analysis/7IsEXPk6qqt30FfQv4SZMa,257093,4
333,0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701,audio_features,3uPfVXcjnpOjyzI3jb3js4,spotify:track:3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/tracks/3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/audio-analysis/3uPfVXcjnpOjyzI3jb3js4,244640,4
334,0.365,0.443,7,-10.11,1,0.0235,0.0472,1.44E-06,0.344,0.149,93.953,audio_features,5kcsc92tGAjS0uvhDY3Mok,spotify:track:5kcsc92tGAjS0uvhDY3Mok,https://api.spotify.com/v1/tracks/5kcsc92tGAjS0uvhDY3Mok,https://api.spotify.com/v1/audio-analysis/5kcsc92tGAjS0uvhDY3Mok,271533,4
335,0.549,0.651,5,-8.122,1,0.0265,0.0638,6.95E-05,0.0823,0.444,80.934,audio_features,2kyezitNXSQaIa1nsQRWVp,spotify:track:2kyezitNXSQaIa1nsQRWVp,https://api.spotify.com/v1/tracks/2kyezitNXSQaIa1nsQRWVp,https://api.spotify.com/v1/audio-analysis/2kyezitNXSQaIa1nsQRWVp,243960,4
336,0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,audio_features,1OxcIUqVmVYxT6427tbhDW,spotify:track:1OxcIUqVmVYxT6427tbhDW,https://api.spotify.com/v1/tracks/1OxcIUqVmVYxT6427tbhDW,https://api.spotify.com/v1/audio-analysis/1OxcIUqVmVYxT6427tbhDW,221333,4
337,0.348,0.848,6,-4.674,0,0.0396,0.0454,0,0.143,0.486,162.189,audio_features,3QxKpdTB8ZSFn8MGeCCpsQ,spotify:track:3QxKpdTB8ZSFn8MGeCCpsQ,https://api.spotify.com/v1/tracks/3QxKpdTB8ZSFn8MGeCCpsQ,https://api.spotify.com/v1/audio-analysis/3QxKpdTB8ZSFn8MGeCCpsQ,316827,3
338,0.601,0.504,5,-9.761,1,0.0284,0.31,0,0.137,0.564,78.986,audio_features,6vcdzohhBSbNdsZBh5IRpQ,spotify:track:6vcdzohhBSbNdsZBh5IRpQ,https://api.spotify.com/v1/tracks/6vcdzohhBSbNdsZBh5IRpQ,https://api.spotify.com/v1/audio-analysis/6vcdzohhBSbNdsZBh5IRpQ,242267,4
339,0.467,0.526,1,-6.224,1,0.0966,0.595,0,0.108,0.483,165.818,audio_features,7KUQeMKdmZ1jCcT9iKZLe8,spotify:track:7KUQeMKdmZ1jCcT9iKZLe8,https://api.spotify.com/v1/tracks/7KUQeMKdmZ1jCcT9iKZLe8,https://api.spotify.com/v1/audio-analysis/7KUQeMKdmZ1jCcT9iKZLe8,178280,4
340,0.573,0.818,11,-4.469,1,0.0355,0.263,0,0.161,0.309,94.933,audio_features,4pextOBn0xoPnKf7qrDjWg,spotify:track:4pextOBn0xoPnKf7qrDjWg,https://api.spotify.com/v1/tracks/4pextOBn0xoPnKf7qrDjWg,https://api.spotify.com/v1/audio-analysis/4pextOBn0xoPnKf7qrDjWg,237373,4
341,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,audio_features,2M9ro2krNb7nr7HSprkEgo,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800,4
342,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.80E-05,0.269,0.768,126.988,audio_features,5OQGeJ1ceykovrykZsGhqL,spotify:track:5OQGeJ1ceykovrykZsGhqL,https://api.spotify.com/v1/tracks/5OQGeJ1ceykovrykZsGhqL,https://api.spotify.com/v1/audio-analysis/5OQGeJ1ceykovrykZsGhqL,207507,4
343,0.476,0.658,6,-6.737,0,0.0281,0.2,0.00155,0.0635,0.357,97.527,audio_features,0oPZm6DNVj4rv5uGOw2w7q,spotify:track:0oPZm6DNVj4rv5uGOw2w7q,https://api.spotify.com/v1/tracks/0oPZm6DNVj4rv5uGOw2w7q,https://api.spotify.com/v1/audio-analysis/0oPZm6DNVj4rv5uGOw2w7q,279467,4
344,0.61,0.497,9,-9.88,1,0.0279,0.32,6.11E-05,0.0884,0.739,85.031,audio_features,6nozDLxeL0TE4MS9GqYU1v,spotify:track:6nozDLxeL0TE4MS9GqYU1v,https://api.spotify.com/v1/tracks/6nozDLxeL0TE4MS9GqYU1v,https://api.spotify.com/v1/audio-analysis/6nozDLxeL0TE4MS9GqYU1v,250360,4
345,0.423,0.598,5,-7.443,1,0.0268,0.641,1.24E-06,0.34,0.521,151.972,audio_features,6csX1JjmeoLhGqMBXGnZF0,spotify:track:6csX1JjmeoLhGqMBXGnZF0,https://api.spotify.com/v1/tracks/6csX1JjmeoLhGqMBXGnZF0,https://api.spotify.com/v1/audio-analysis/6csX1JjmeoLhGqMBXGnZF0,265133,3
346,0.66,0.711,5,-10.211,1,0.0334,0.181,7.47E-06,0.0647,0.726,109.328,audio_features,6oNvmplQGUkmAh441Teows,spotify:track:6oNvmplQGUkmAh441Teows,https://api.spotify.com/v1/tracks/6oNvmplQGUkmAh441Teows,https://api.spotify.com/v1/audio-analysis/6oNvmplQGUkmAh441Teows,227640,4
347,0.678,0.928,6,-6.139,0,0.049,3.62E-05,0.023,0.272,0.882,122.116,audio_features,76gbXfMpFoZJGkPgxgzvFt,spotify:track:76gbXfMpFoZJGkPgxgzvFt,https://api.spotify.com/v1/tracks/76gbXfMpFoZJGkPgxgzvFt,https://api.spotify.com/v1/audio-analysis/76gbXfMpFoZJGkPgxgzvFt,171680,4
348,0.898,0.648,7,-8.779,1,0.0869,0.0402,0.0377,0.0611,0.724,123.096,audio_features,2nnU5UH4paoRkWCC7fSR2P,spotify:track:2nnU5UH4paoRkWCC7fSR2P,https://api.spotify.com/v1/tracks/2nnU5UH4paoRkWCC7fSR2P,https://api.spotify.com/v1/audio-analysis/2nnU5UH4paoRkWCC7fSR2P,248667,4
349,0.73,0.698,1,-5.629,0,0.0288,0.0324,0,0.0928,0.603,115.033,audio_features,7aOGFnnVDivtRO1PrYhx64,spotify:track:7aOGFnnVDivtRO1PrYhx64,https://api.spotify.com/v1/tracks/7aOGFnnVDivtRO1PrYhx64,https://api.spotify.com/v1/audio-analysis/7aOGFnnVDivtRO1PrYhx64,200293,4
350,0.636,0.848,1,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,audio_features,5VYTKiOnHw4iTrB9pG3yum,spotify:track:5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/tracks/5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/audio-analysis/5VYTKiOnHw4iTrB9pG3yum,209813,4
351,0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,audio_features,2goLsvvODILDzeeiT4dAoR,spotify:track:2goLsvvODILDzeeiT4dAoR,https://api.spotify.com/v1/tracks/2goLsvvODILDzeeiT4dAoR,https://api.spotify.com/v1/audio-analysis/2goLsvvODILDzeeiT4dAoR,239027,4
352,0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,audio_features,1v2zyAJrChw5JnfafSkwkJ,spotify:track:1v2zyAJrChw5JnfafSkwkJ,https://api.spotify.com/v1/tracks/1v2zyAJrChw5JnfafSkwkJ,https://api.spotify.com/v1/audio-analysis/1v2zyAJrChw5JnfafSkwkJ,225787,4
353,0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172,audio_features,4Fpsa3pYc3gozrxHRRPvR6,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/tracks/4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/audio-analysis/4Fpsa3pYc3gozrxHRRPvR6,320693,4
354,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83E-06,0.504,0.52,99.952,audio_features,2LVxvGhl2U5p2ql2ujc6vZ,spotify:track:2LVxvGhl2U5p2ql2ujc6vZ,https://api.spotify.com/v1/tracks/2LVxvGhl2U5p2ql2ujc6vZ,https://api.spotify.com/v1/audio-analysis/2LVxvGhl2U5p2ql2ujc6vZ,269400,4
355,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,audio_features,23EhTCPRTlLVM6VQUyh8bH,spotify:track:23EhTCPRTlLVM6VQUyh8bH,https://api.spotify.com/v1/tracks/23EhTCPRTlLVM6VQUyh8bH,https://api.spotify.com/v1/audio-analysis/23EhTCPRTlLVM6VQUyh8bH,280973,4
356,0.841,0.975,1,-7.377,1,0.0795,0.0445,0.739,0.314,0.765,123.883,audio_features,3IBDXz8f3k78Tb46ipwQau,spotify:track:3IBDXz8f3k78Tb46ipwQau,https://api.spotify.com/v1/tracks/3IBDXz8f3k78Tb46ipwQau,https://api.spotify.com/v1/audio-analysis/3IBDXz8f3k78Tb46ipwQau,353400,4
357,0.713,0.234,1,-17.876,0,0.911,0.546,0,0.246,0.388,97.483,audio_features,0LpF3BJplNYWei6BmgZJwq,spotify:track:0LpF3BJplNYWei6BmgZJwq,https://api.spotify.com/v1/tracks/0LpF3BJplNYWei6BmgZJwq,https://api.spotify.com/v1/audio-analysis/0LpF3BJplNYWei6BmgZJwq,133400,4
358,0.725,0.851,10,-5.864,0,0.0489,0.127,0,0.117,0.961,125.01,audio_features,54m5HrUjtbaeLQ7RX5Ilk1,spotify:track:54m5HrUjtbaeLQ7RX5Ilk1,https://api.spotify.com/v1/tracks/54m5HrUjtbaeLQ7RX5Ilk1,https://api.spotify.com/v1/audio-analysis/54m5HrUjtbaeLQ7RX5Ilk1,238642,5
359,0.863,0.543,6,-13.497,1,0.13,0.0507,0,0.241,0.799,106.929,audio_features,6hTBP6QLwJdxbKyLlLXrGo,spotify:track:6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/tracks/6hTBP6QLwJdxbKyLlLXrGo,https://api.spotify.com/v1/audio-analysis/6hTBP6QLwJdxbKyLlLXrGo,213267,4
360,0.705,0.872,11,-3.557,0,0.126,0.0618,0,0.227,0.75,93.628,audio_features,2QsoVMTKj5m5kgztTOep98,spotify:track:2QsoVMTKj5m5kgztTOep98,https://api.spotify.com/v1/tracks/2QsoVMTKj5m5kgztTOep98,https://api.spotify.com/v1/audio-analysis/2QsoVMTKj5m5kgztTOep98,207040,4
361,0.802,0.903,11,-3.267,0,0.046,0.0011,0,0.173,0.96,128.93,audio_features,02jcEwywffn3Tsb48fXmlW,spotify:track:02jcEwywffn3Tsb48fXmlW,https://api.spotify.com/v1/tracks/02jcEwywffn3Tsb48fXmlW,https://api.spotify.com/v1/audio-analysis/02jcEwywffn3Tsb48fXmlW,192533,4
362,0.414,0.853,11,-4.198,1,0.0453,0.0181,0.0012,0.049,0.624,93.77,audio_features,5huLMzIzFEdVcvEzt2hfk1,spotify:track:5huLMzIzFEdVcvEzt2hfk1,https://api.spotify.com/v1/tracks/5huLMzIzFEdVcvEzt2hfk1,https://api.spotify.com/v1/audio-analysis/5huLMzIzFEdVcvEzt2hfk1,171693,4
363,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,audio_features,3UBItNVbFQiVC5hBQlBvnr,spotify:track:3UBItNVbFQiVC5hBQlBvnr,https://api.spotify.com/v1/tracks/3UBItNVbFQiVC5hBQlBvnr,https://api.spotify.com/v1/audio-analysis/3UBItNVbFQiVC5hBQlBvnr,259893,4
364,0.734,0.735,7,-6.201,1,0.065,0.000813,3.25E-05,0.559,0.729,96.806,audio_features,0eO8MW9YSTK3CjdaTYKlhF,spotify:track:0eO8MW9YSTK3CjdaTYKlhF,https://api.spotify.com/v1/tracks/0eO8MW9YSTK3CjdaTYKlhF,https://api.spotify.com/v1/audio-analysis/0eO8MW9YSTK3CjdaTYKlhF,246200,4
365,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,spotify:track:1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4
